"Gene ID","Description","Log2 FC MF/PF","-Log10(P-Value)","significance","Log2 FC PF/MF","Ratio H/L normalized Significance B","FC MF/PF","Significant","Annotation","Coordinates"
"Tb927.8.5020","hypothetical protein, conserved",0.005492648,0.114122289219437,"Not Significant",-0.005492648,0.768913898,1.0038144701185,NA,"InterPro:IPR000048 :IQ calmodulin-binding region;Prosite:PS50096;;query 407-436;description=IQ calmodulin-binding region","1486247:1487578 Forward"
"Tb927.7.2780","hypothetical protein, conserved",0.005203075,0.0550149498099725,"Not Significant",-0.005203075,0.881018545,1.00361300800118,NA,"missing_note_qualifer","722307:722660 Forward"
"Tb927.5.3090","hypothetical protein, conserved",0.003842648,0.0543508041430502,"Not Significant",-0.003842648,0.882366875,1.00266707094957,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1019968:1020273 Forward"
"Tb927.9.7710","hypothetical protein, conserved",0.003524442,0.0827176349145909,"Not Significant",-0.003524442,0.826575189,1.00244594348631,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","1263208:1263783 Reverse"
"Tb927.10.7960","hypothetical protein, conserved",0.003510047,0.0827102308384083,"Not Significant",-0.003510047,0.826589281,1.00243594127728,NA,"term=other;date=20110221;qualifier=added_controlled_ curation;qualifier=added_comment;curatorName=FLK","1985103:1985570 Reverse"
"Tb927.6.2700","small nuclear ribonucleoprotein Sm-E",0.003481084,0.0957923455649092,"Not Significant",-0.003481084,0.802061471,1.00241581695446,NA,"100% identical to GP:9837178: Sm-E {Trypanosoma brucei}(PMID:10900267)","811073:811333 Forward"
"Tb927.10.10630","hypothetical protein, conserved",0.001645608,0.0817521256807116,"Not Significant",-0.001645608,0.828414848,1.00114129933248,NA,"iprscan;InterPro:IPR002110 :Ankyrin;Superfamily:SSF48403;;score=4.7E-6;query 5-184;description=Ankyrin","2589236:2590018 Reverse"
"Tb927.11.8350","katanin, putative",0.001573381,0.0817150419899828,"Not Significant",-0.001573381,0.828485588,1.00109117950773,NA,"Curated by J. Mottram.","2342924:2344588 Could not determine strand"
"Tb927.1.1060","hypothetical protein, conserved",0.001096892,0.124730949777388,"Not Significant",-0.001096892,0.750358921,1.00076059670427,NA,"term=annotation;date=20110223;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","303934:304851 Forward"
"Tb927.7.4360","hypothetical protein, conserved",0.00073593,0.0887815687137469,"Not Significant",-0.00073593,0.815114148,1.0005102379317,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","1154351:1155343 Reverse"
"Tb927.10.14610","leucine-rich repeat protein (LRRP), putative",0.00073593,0.094039736026837,"Not Significant",-0.00073593,0.805304756,1.0005102379317,NA,"iprscan;PANTHER:PTHR13824;;score=2.5E-15;query 234-820;description=null","3576468:3579779 Reverse"
"Tb927.11.4960","transcription elongation factor s-II, putative",0.000649381,0.124525663118803,"Not Significant",-0.000649381,0.750713692,1.00045021792694,NA,"InterPro:IPR001222 :Zinc finger, TFIIS-type;Prosite:PS51133;;query 171-211;description=Zinc finger, TFIIS-type","1416107:1416748 Could not determine strand"
"Tb927.10.2630","hypothetical protein, conserved",0.000476127,0.0886423655895192,"Not Significant",-0.000476127,0.815375456,1.00033008055224,NA,"iprscan;InterPro:IPR005061 :Protein of unknown function DUF292, eukaryotic;Pfam:PF03398;;score=5.1E-59;query 23-158;description=Protein of unknown function DUF292, eukaryotic","679858:680691 Forward"
"Tb927.4.3130","Spef1",0.000418409,0.107316193973985,"Not Significant",-0.000418409,0.781058937,1.00029006107825,NA,"InterPro:IPR010441 :Protein of unknown function DUF1042;Pfam:PF06294;;query 13-165;description=Protein of unknown function DUF1042","824258:825085 Forward"
"Tb927.10.4510","hypothetical protein, conserved",-0.000288558,0.106932930064895,"Not Significant",0.000288558,0.781748524,0.999800006837171,NA,"iprscan;InterPro:IPR018997 :PUB domain;Pfam:PF09409;;score=5.4E-23;query 268-354;description=PUB domain","1158100:1159176 Reverse"
"Tb927.9.8780","tRNA nucleotidyltransferase, putative",-0.001009529,0.110391939368581,"Not Significant",0.001009529,0.77554689,0.999300492589417,NA,"InterPro:IPR002646 :Polynucleotide adenylyltransferase region;Pfam:PF01743;;query 4-95;description=Polynucleotide adenylyltransferase region","1418437:1419762 Reverse"
"Tb927.10.1890","calpain, putative",-0.001297885,0.106386168969404,"Not Significant",0.001297885,0.782733337,0.999100779213104,NA,"Curated by J. Mottram.","489021:493805 Forward"
"Tb927.2.3000","hypothetical protein, conserved",-0.001442041,0.0757922879471774,"Not Significant",0.001442041,0.839861575,0.999000952726956,NA,"missing_note_qualifer","569459:570715 Forward"
"Tb927.5.4180","histone H4, putative",-0.001874253,0.122842494850295,"Not Significant",0.001874253,0.753628832,0.998701710325591,NA,"Part of an H4 histone array. Number of copies in the array is uncertain.","1328820:1329122 Reverse"
"Tb927.10.9740","proteasome regulatory ATPase subunit 6",-0.002450562,0.0512895358464182,"Not Significant",0.002450562,0.888608502,0.998302841663667,NA,"99.1% identical to GB:AAF91248.1: proteasome regulatory ATPase subunit 6 {Trypanosoma brucei}","2407538:2408764 Forward"
"Tb927.1.3250","hypothetical protein, conserved",-0.003170453,0.0866920647616131,"Not Significant",0.003170453,0.819045324,0.997804822376212,NA,"term=annotation;date=20110223;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","697025:702331 Forward"
"Tb927.2.4520","hypothetical protein, conserved",-0.003170453,0.105373093735246,"Not Significant",0.003170453,0.784561344,0.997804822376212,NA,"InterPro:IPR016040 :NAD(P)-binding;Superfamily:SSF51735;;query 1-24;description=NAD(P)-binding","801493:805257 Reverse"
"Tb927.9.6090","PTP1-interacting protein, 39 kDa",-0.003458378,0.0508009741296783,"Not Significant",0.003458378,0.889608709,0.997605705945443,NA,"Mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1010333:1011364 Forward"
"Tb927.7.6130","hypothetical protein, conserved",-0.003746074,0.105062019446527,"Not Significant",0.003746074,0.785123507,0.99740678756832,NA,"Tb927.7.6130 is included in the African trypanosome cell surface phylome and is a member of Fam78 (6 members)","1666990:1667649 Reverse;>Tb927.7.6150 | hypothetical protein, conserved | Tb927.7.6150 is included in the African trypanosome cell surface phylome and is a member of Fam78 (6 members) | 1668491:1669147 Reverse;>Tb927.7.6110 | hypothetical protein, conserved | Tb927.7.6110 is included in the African trypanosome cell surface phylome and is a member of Fam78 (6 members) | 1665485:1666129 Reverse;>Tb927.7.6170 | hypothetical protein, conserved | Tb927.7.6170 is included in the African trypanosome cell surface phylome and is a member of Fam78 (6 members) | 1669989:1670633 Reverse"
"Tb927.11.7370","haloacid dehalogenase hydrolase, putative",-0.003889986,0.0863080203316228,"Not Significant",0.003889986,0.819769922,0.997307299012093,NA,"InterPro:IPR000150 :Cof protein;TIGR_TIGRFAMS:TIGR00099;;query 22-305;description=Cof protein","2074905:2075843 Could not determine strand"
"Tb927.9.11260","nucleoside diphosphate kinase, putative",-0.003889986,0.104984272265095,"Not Significant",0.003889986,0.785264072,0.997307299012093,NA,"InterPro:IPR006602 :Region of unknown function DM10;Prosite:PS51336;;query 3-91;description=Region of unknown function DM10","1778583:1779587 Forward"
"Tb927.7.3410","centrin, putative",-0.003889986,0.121884338468092,"Not Significant",0.003889986,0.755293351,0.997307299012093,NA,"Tb927.73410 is included in the African trypanosome cell surface phylome and is a member of Fam71 (20 members)","886750:887199 Reverse"
"Tb927.8.5660","hypothetical protein, conserved",-0.004033884,0.104906543423084,"Not Significant",0.004033884,0.785404629,0.997207830056537,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1680466:1681122 Forward"
"Tb927.7.2810","hypothetical protein, conserved",-0.004177767,0.08615449135045,"Not Significant",0.004177767,0.820059773,0.997108381388911,NA,"term=annotation;date=20110223;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","727684:728724 Forward"
"Tb927.7.3880","protein kinase, putative",-0.004465491,0.104673461886113,"Not Significant",0.004465491,0.785826261,0.99690954282807,NA,"InterPro:IPR001245 :Tyrosine protein kinase;SMART:SM00219;;query 382-772;description=Tyrosine protein kinase","1011321:1013651 Reverse"
"Tb927.8.2850","Poly(A)-specific ribonuclease PARN-1",-0.004609331,0.108336451328038,"Not Significant",0.004609331,0.779226204,0.996810153618025,NA,"InterPro:IPR006941 :Ribonuclease CAF1;Pfam:PF04857;;query 1-438;description=Ribonuclease CAF1","852053:853813 Forward"
"Tb927.1.1680","hypothetical protein, conserved",-0.004896797,0.0741606774305176,"Not Significant",0.004896797,0.843022804,0.996611552754327,NA,"iprscan;InterPro:IPR007808 :Protein of unknown function DUF701, zinc-binding putative;Pfam:PF05129;;score=3.3E-4;query 36-135;description=Protein of unknown function DUF701, zinc-binding putative","424666:425379 Forward"
"Tb927.8.7990","hypothetical protein, conserved",-0.005615641,0.0780361551068397,"Not Significant",0.005615641,0.835533457,0.996115100098773,NA,"InterPro:IPR001876 :Zinc finger, RanBP2-type;Pfam:PF00641;;query 4794-4823;description=Zinc finger, RanBP2-type","2355893:2370721 Forward"
"Tb927.8.6900","hypothetical protein, conserved",-0.006333955,0.107354148215431,"Not Significant",0.006333955,0.780990681,0.995619260505027,NA,"InterPro:IPR007194 :Transport protein particle (TRAPP) component, Bet3;Pfam:PF04051;;query 11-209;description=Transport protein particle (TRAPP) component, Bet3","1992261:1992896 Reverse"
"Tb927.8.6440","RNA-binding protein, putative",-0.006333955,0.0494095181500804,"Not Significant",0.006333955,0.892463538,0.995619260505027,NA,"PANTHER:PTHR10432;;query 15-183;description=null","1863511:1864065 Forward"
"Tb927.11.2380","phosphoglycerate kinase, putative",-0.007195495,0.106864032157082,"Not Significant",0.007195495,0.781872553,0.995024880038862,NA,"InterPro:IPR001576 :Phosphoglycerate kinase;PRINTS:PR00477;;query 452-463;description=Phosphoglycerate kinase","684322:687063 Could not determine strand"
"Tb927.4.4660","hypothetical protein, conserved",-0.007339063,0.103123945478443,"Not Significant",0.007339063,0.788635013,0.994925866304005,NA,"InterPro:IPR002786 :Protein of unknown function DUF84;Pfam:PF01931;;query 6-178;description=Protein of unknown function DUF84","1280363:1280908 Reverse"
"Tb927.7.840","hypothetical protein, conserved",-0.007769512,0.0487162807005763,"Not Significant",0.007769512,0.89388926,0.994629060015131,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","200528:200902 Reverse"
"Tb927.2.4230","NUP-1 protein, putative",-0.007913023,0.11997638741656,"Not Significant",0.007913023,0.75861882,0.994530124961128,NA,"iprscan;ProDom:PD936484;;score=4.0E-27;query 1548-3235;description=null","743768:754711 Reverse"
"Tb927.11.5510","dynein light chain p28, axonemal, putative",-0.008773791,0.0880088762269024,"Not Significant",0.008773791,0.816565682,0.993936926569325,NA,"PANTHER:PTHR13183;;query 40-234;description=null","1565872:1566579 Could not determine strand"
"Tb927.7.1000","DNA repair and recombination helicase protein PIF1, putative",-0.008917032,0.0722680546158646,"Not Significant",0.008917032,0.846704651,0.9938382463579,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","259946:262027 Forward"
"Tb927.11.3450","hypothetical protein, conserved",-0.009490535,0.0719985945066668,"Not Significant",0.009490535,0.847230156,0.993443252317571,NA,"InterPro:IPR011046 :WD40 repeat-like;Superfamily:SSF50978;;query 180-640;description=WD40 repeat-like","1021766:1023955 Could not determine strand"
"Tb927.4.1520","hypothetical protein, conserved",-0.009633875,0.0832515038707565,"Not Significant",0.009633875,0.825559722,0.99334455295433,NA,"InterPro:IPR011053 :Single hybrid motif;Superfamily:SSF51230;;query 18-169;description=Single hybrid motif","392499:393092 Reverse"
"Tb927.10.9890","hypothetical protein, conserved",-0.009633875,0.0874665230132919,"Not Significant",0.009633875,0.817586058,0.99334455295433,NA,"term=annotation;date=20110228;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","2442363:2444978 Forward"
"Tb927.10.9560","oxidoreductase, putative",-0.01135251,0.0711246589939734,"Not Significant",0.01135251,0.848936763,0.992161918920445,NA,"iprscan;InterPro:IPR002085 :Alcohol dehydrogenase superfamily, zinc-containing;PANTHER:PTHR11695;;score=4.1E-72;query 13-334;description=Alcohol dehydrogenase superfamily, zinc-containing","2358932:2359936 Forward"
"Tb927.10.8560","small GTPase, putative",-0.01192487,0.0708562936691959,"Not Significant",0.01192487,0.849461512,0.991768376869969,NA,"iprscan;InterPro:IPR015593 :Rab23;PANTHER:PTHR11708:SF163;;score=9.0E-32;query 11-121;description=Rab23","2120113:2120793 Forward"
"Tb927.3.5630","3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative",-0.01206797,0.0707892191678188,"Not Significant",0.01206797,0.849592717,0.991670008876484,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1572763:1573698 Forward"
"Tb927.2.5800","sedoheptulose-1,7-bisphosphatase",-0.01264022,0.046371179606397,"Not Significant",0.01264022,0.898729134,0.991276737523707,NA,"99.1% identical to GP:15718371: sedoheptulose-1,7- bisphosphatase {Trypanosoma brucei}","1046357:1047355 Forward"
"Tb927.8.5600","transaldolase, putative",-0.01278325,0.117674407078514,"Not Significant",0.01278325,0.762650559,0.991178466385474,NA,"InterPro:IPR001585 :Transaldolase;PANTHER:PTHR10683;;query 1-332;description=Transaldolase","1663004:1664002 Forward"
"Tb927.4.1180","hypothetical protein, conserved",-0.01349801,0.0701193750551024,"Not Significant",0.01349801,0.850904117,0.990687524617947,NA,"PANTHER:PTHR12298;;query 238-334;description=null","311027:312034 Reverse"
"Tb927.9.9150","GTP-binding protein, putative",-0.01449814,0.0992809442738569,"Not Significant",0.01449814,0.795644483,0.990000981079733,NA,"Superfamily:SSF52540;;query 57-251;description=null","1456827:1458182 Reverse"
"Tb927.10.11800","33 kDa inner dynein arm light chain, axonemal, putative",-0.01506926,0.0803742550588821,"Not Significant",0.01506926,0.831047304,0.989609146738659,NA,"iprscan;PANTHER:PTHR13183;;score=9.8E-22;query 154-349;description=null","2883245:2884366 Forward"
"Tb927.8.3310","Elongator-like Protein 3b",-0.01521204,0.102322558756466,"Not Significant",0.01521204,0.790091594,0.989511212387796,NA,"InterPro:IPR000182 :GCN5-related N-acetyltransferase;Pfam:PF00583;;query 521-621;description=GCN5-related N-acetyltransferase","994965:996965 Forward"
"Tb927.5.4440","dynein light chain, putative",-0.01535482,0.0988227378979167,"Not Significant",0.01535482,0.796484378,0.989413287728777,NA,"InterPro:IPR001372 :Dynein light chain, type 1;Superfamily:SSF54648;;query 1-88;description=Dynein light chain, type 1 and 2","1371363:1371635 Reverse"
"Tb927.6.3220","hypothetical protein, conserved",-0.01592577,0.0728021030510056,"Not Significant",0.01592577,0.845664105,0.989021802533352,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","953077:956316 Forward"
"Tb927.11.2420","hypothetical protein, conserved",-0.0167816,0.08297911041341,"Not Significant",0.0167816,0.826077683,0.988435272812517,NA,"InterPro:IPR004344 :Tubulin-tyrosine ligase;PANTHER:PTHR12241;;query 290-616;description=Tubulin-tyrosine ligase","702032:703972 Reverse;>Tb927.11.2390 | hypothetical protein, conserved | InterPro:IPR004344 :Tubulin-tyrosine ligase;Pfam:PF03133;;query 2-161;description=Tubulin-tyrosine ligase | 687498:687983 Could not determine strand"
"Tb927.3.4910","signal peptide peptidase, putative",-0.01749438,0.0720101103324656,"Not Significant",0.01749438,0.847207691,0.987947045668046,NA,"Curated by J. Mottram.","1377662:1378720 Forward"
"Tb927.10.7230","hypothetical protein, conserved",-0.01792198,0.115254714734021,"Not Significant",0.01792198,0.766911562,0.987654271695315,NA,"iprscan;InterPro:IPR001564 :Nucleoside diphosphate kinase, core;Superfamily:SSF54919;;score=1.2E-20;query 995-1248;description=Nucleoside diphosphate kinase, core","1818813:1826378 Reverse"
"Tb927.8.4540","poly(A)-binding protein 1",-0.0182068,0.11512087455555,"Not Significant",0.0182068,0.767147944,0.987459306081845,NA,"Homologue of yeast Pbp1. T. brucei protein interacts with trypanosome MKT1. C. Clayton (cclayton@zmbh.uni-heidelberg.de)","1347029:1348681 Reverse"
"Tb927.9.9120","tRNA (guanine-N(7)-)-methyltransferase, putative",-0.01934605,0.0710766662287896,"Not Significant",0.01934605,0.849030582,0.986679848936799,NA,"InterPro:IPR003358 :Putative methyltransferase;Pfam:PF02390;;query 33-243;description=Putative methyltransferase","1454091:1454825 Reverse"
